teks_keluhan_awam|teks_laporan_teknisi|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Sistem keamanan CCTV Axis di lantai 5 Gedung Utama Zona Utara mengalami masalah karena tidak dapat diakses secara remote|Analisis menunjukkan bahwa getaran yang terjadi pada kamera CCTV Axis di lantai 5 Gedung Utama Zona Utara menyebabkan kerusakan pada sistem remote, sehingga tidak berfungsi|Security Sistem|Ringan|Getaran|Remote tidak berfungsi|71000
Saya mendapati APAR Dry Powder Cartridge merek lokal di Gedung C Lantai 8 Zona Tengah tidak berfungsi dengan baik|APAR Dry Powder Cartridge merek lokal di Gedung C Lantai 8 Zona Tengah mengalami korsleting karena kualitas material yang buruk|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
Saya melihat APAR di Gedung C Lantai 8 Zona Tengah tidak menyala saat dicoba, mungkin karena masalah kualitas|APAR Dry Powder Cartridge merek lokal di Gedung C Lantai 8 Zona Tengah mengalami kerusakan akibat kualitas material yang rendah sehingga menyebabkan korsleting|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
APAR Dry Powder Cartridge merek lokal di Gedung C Lantai 8 Zona Tengah tiba-tiba mati saat sedang digunakan, kemungkinan karena korsleting|APAR Dry Powder Cartridge merek lokal di Gedung C Lantai 8 Zona Tengah mengalami korsleting karena kualitas material yang buruk sehingga perlu diperbaiki dengan biaya yang cukup|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
Pintu kaca hidrolik merek import di Gedung E Lantai 3 Zona Selatan tidak bisa dibuka|Pintu kaca hidrolik merek import di Gedung E Lantai 3 Zona Selatan mengalami kerusakan remote, sehingga tidak bisa dibuka atau ditutup dengan normal|Arsitektur|Berat|Aus normal|Remote tidak berfungsi|8980000
Pintu masuk Gedung E Lantai 3 Zona Selatan yang menggunakan pintu kaca hidrolik merek import tidak berfungsi|Pintu kaca hidrolik merek import di Gedung E Lantai 3 Zona Selatan tidak berfungsi karena remote tidak berfungsi, memerlukan perbaikan segera|Arsitektur|Berat|Aus normal|Remote tidak berfungsi|8980000
Pintu kaca hidrolik merek import di Gedung E Lantai 3 Zona Selatan rusak, sehingga tidak bisa digunakan|Pintu kaca hidrolik merek import di Gedung E Lantai 3 Zona Selatan mengalami kerusakan pada remotenya, sehingga tidak bisa dibuka atau ditutup, perlu diperbaiki dengan biaya yang cukup besar|Arsitektur|Berat|Aus normal|Remote tidak berfungsi|8980000
Pemadaman di Gedung Utama Lantai 2 Zona Utara tiba-tiba mengeluarkan bunyi aneh|Pemeriksaan menunjukkan bahwa APAR Dry Powder Cartridge merek lokal di Gedung Utama Lantai 2 Zona Utara mengalami bunyi abnormal karena tegangan tidak stabil|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
Alat pemadam kebakaran di lantai 2 zona utara Gedung Utama mengeluarkan suara tidak normal|APAR Dry Powder Cartridge merek lokal di lokasi tersebut memerlukan perbaikan karena mengalami kerusakan yang disebabkan oleh tegangan listrik yang tidak stabil|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
Gedung Utama Lantai 2 Zona Utara dilaporkan memiliki masalah dengan APAR Dry Powder Cartridge merek lokal yang mengeluarkan bunyi tidak biasa|Pemeriksaan teknisi menemukan bahwa penyebabnya adalah tegangan listrik yang tidak stabil, sehingga menyebabkan bunyi abnormal pada alat pemadam kebakaran|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
Meja kerja Generic di Gedung Utama Lantai 7 Zona Selatan saya mengalami getaran yang menyebabkan aliran lemah|Setelah melakukan inspeksi, saya menemukan bahwa meja kerja Generic di Gedung Utama Lantai 7 Zona Selatan mengalami getaran yang menyebabkan aliran lemah|Arsitektur|Ringan|Getaran|Aliran lemah|339000
Saya mengalami masalah dengan meja kerja Generic di Gedung Utama Lantai 7 Zona Selatan, getaran yang terjadi menyebabkan aliran menjadi lemah|Inspeksi menunjukkan bahwa getaran pada meja kerja Generic di Gedung Utama Lantai 7 Zona Selatan menyebabkan aliran lemah|Arsitektur|Ringan|Getaran|Aliran lemah|339000
Meja kerja Generic di Gedung Utama Lantai 7 Zona Selatan saya bermasalah, getaran yang terjadi menyebabkan aliran lemah sehingga saya tidak bisa bekerja dengan efektif|Setelah melakukan analisis, saya menemukan bahwa getaran pada meja kerja Generic di Gedung Utama Lantai 7 Zona Selatan menyebabkan aliran lemah|Arsitektur|Ringan|Getaran|Aliran lemah|339000
Plafon gypsum di Gedung B Lantai 8 Zona Utara tiba-tiba mengalami korsleting listrik|Laporan teknisi: Korsleting pada plafon gypsum merek lokal di Gedung B Lantai 8 Zona Utara disebabkan kelembaban tinggi|Arsitektur (Tipe: Plafon Gypsum / GRC, Merek: Lokal)|Berat|Kelembaban tinggi|Korsleting|2580000
Gedung B Lantai 8 Zona Utara mengalami masalah listrik pada plafon GRC|Teknisi menemukan bahwa plafon GRC merek lokal di Gedung B Lantai 8 Zona Utara rusak parah akibat kelembaban tinggi sehingga menyebabkan korsleting|Arsitektur (Tipe: Plafon Gypsum / GRC, Merek: Lokal)|Berat|Kelembaban tinggi|Korsleting|2580000
Lantai 8 Zona Utara Gedung B mengalami gangguan listrik yang parah pada plafon gypsum|Setelah investigasi, teknisi menemukan bahwa kelembaban tinggi pada plafon gypsum merek lokal di Gedung B Lantai 8 Zona Utara menyebabkan korsleting listrik|Arsitektur (Tipe: Plafon Gypsum / GRC, Merek: Lokal)|Berat|Kelembaban tinggi|Korsleting|2580000
Meja kerja lokal di Gedung Servis Lantai 3 Zona Tengah mengeluarkan bunyi aneh saat digunakan|Kerusakan pada meja kerja lokal di Gedung Servis Lantai 3 Zona Tengah disebabkan oleh korosi, menghasilkan bunyi abnormal|Arsitektur|Berat|Korosi|Bunyi abnormal|5808000
Meja kerja di Gedung Servis Lantai 3 Zona Tengah, merek lokal, mengalami kerusakan yang menyebabkan bunyi tidak normal|Inspeksi menunjukkan bahwa meja kerja merek lokal di Gedung Servis Lantai 3 Zona Tengah mengalami korosi parah, sehingga menimbulkan bunyi abnormal|Arsitektur|Berat|Korosi|Bunyi abnormal|5808000
Bunyi aneh terdengar dari meja kerja lokal di Gedung Servis Lantai 3 Zona Tengah, memerlukan perbaikan segera|Laporan teknisi menunjukkan bahwa korosi pada meja kerja lokal di Gedung Servis Lantai 3 Zona Tengah menyebabkan kerusakan berat, menghasilkan bunyi abnormal yang perlu segera diperbaiki|Arsitektur|Berat|Korosi|Bunyi abnormal|5808000
AC Split Gree di Gedung Utama Lantai 2 Zona Tengah rusak, tidak bisa dinyalakan dan tampilannya rusak parah|Setelah melakukan inspeksi, ditemukan bahwa AC Split Gree di Gedung Utama Lantai 2 Zona Tengah mengalami kerusakan pada tampilan karena getaran, sehingga perlu dilakukan perbaikan|Mechanical|Ringan|Getaran|Tampilan rusak|315000
Tampilan AC Split Gree di Gedung Utama Lantai 2 Zona Tengah rusak, mungkin karena getaran yang terlalu kuat|Setelah melakukan analisis, ditemukan bahwa kerusakan pada tampilan AC Split Gree di Gedung Utama Lantai 2 Zona Tengah disebabkan oleh getaran yang terlalu kuat, sehingga perlu dilakukan perbaikan segera|Mechanical|Ringan|Getaran|Tampilan rusak|315000
AC Split Gree di Gedung Utama Lantai 2 Zona Tengah mengalami kerusakan pada tampilan, kemungkinan karena getaran yang terjadi saat operasional|Setelah melakukan pemeriksaan, ditemukan bahwa kerusakan pada tampilan AC Split Gree di Gedung Utama Lantai 2 Zona Tengah disebabkan oleh getaran yang terjadi saat operasional, sehingga perlu dilakukan perbaikan untuk menghindari kerusakan lebih lanjut|Mechanical|Ringan|Getaran|Tampilan rusak|315000
AC Split Mitsubishi di Gedung Servis Lantai 2 Zona Utara rusak dan tidak bisa digunakan|Setelah melakukan inspeksi, ditemukan bahwa AC Split Mitsubishi di Gedung Servis Lantai 2 Zona Utara mengalami kerusakan retak/pecah yang disebabkan oleh aus normal|Mechanical|Sedang|Aus normal|Retak/pecah|1316000
AC Split merek Mitsubishi yang terletak di Gedung Servis Lantai 2 Zona Utara mengalami kerusakan sehingga tidak bisa mendinginkan ruangan|Teknisi menemukan bahwa kerusakan pada AC Split Mitsubishi tersebut disebabkan oleh aus normal yang menyebabkan retak/pecah, sehingga perlu dilakukan perbaikan|Mechanical|Sedang|Aus normal|Retak/pecah|1316000
Saya mendapati bahwa AC Split Mitsubishi di Gedung Servis Lantai 2 Zona Utara tidak berfungsi dengan baik, mungkin karena ada kerusakan|Setelah melakukan pengecekan, teknisi menemukan bahwa kerusakan pada AC Split Mitsubishi tersebut adalah retak/pecah yang disebabkan oleh aus normal, sehingga diperlukan biaya perbaikan sebesar Rp 1.316.000|Mechanical|Sedang|Aus normal|Retak/pecah|1316000
Trafo IT UPS Generic di Gedung D Lantai 8 Zona Tengah mengeluarkan suara aneh|Trafo IT UPS Generic di Gedung D Lantai 8 Zona Tengah mengalami kerusakan yang menyebabkan bunyi abnormal|Electrical|Sedang|Aus normal|Bunyi abnormal|1263000
Saya mendengar suara berdengung tidak normal dari Trafo IT UPS Generic yang terletak di Gedung D Lantai 8 Zona Tengah|Setelah inspeksi, ditemukan bahwa Trafo IT UPS Generic di Gedung D Lantai 8 Zona Tengah mengalami kerusakan yang menyebabkan bunyi abnormal|Electrical|Sedang|Aus normal|Bunyi abnormal|1263000
Karyawan melaporkan adanya suara tidak biasa dari Trafo IT UPS Generic yang dipasang di Gedung D Lantai 8 Zona Tengah, perlu segera diperiksa|Pemeriksaan menunjukkan bahwa Trafo IT UPS Generic di Gedung D Lantai 8 Zona Tengah mengalami kerusakan akibat aus normal yang menyebabkan bunyi abnormal|Electrical|Sedang|Aus normal|Bunyi abnormal|1263000
AC Split Mitsubishi di Gedung D Lantai 3 Zona Selatan tiba-tiba mati dan lampunya tidak menyala|Laporan teknisi: Kerusakan pada AC Split Mitsubishi di Gedung D Lantai 3 Zona Selatan disebabkan kualitas material yang kurang baik sehingga lampu mati|Mechanical|Sedang|Kualitas material|Lampu mati|1903000
Lampu AC Split Mitsubishi di Gedung D Lantai 3 Zona Selatan tidak menyala sehingga ruangan menjadi panas|Laporan teknisi: Setelah melakukan pengecekan, ditemukan bahwa kerusakan pada AC Split Mitsubishi di Gedung D Lantai 3 Zona Selatan disebabkan kualitas material yang kurang baik sehingga lampu mati dan perlu diperbaiki|Mechanical|Sedang|Kualitas material|Lampu mati|1903000
Ruangan di Gedung D Lantai 3 Zona Selatan menjadi panas karena AC Split Mitsubishi tidak berfungsi dan lampunya mati|Laporan teknisi: Setelah melakukan analisis, ditemukan bahwa kerusakan pada AC Split Mitsubishi di Gedung D Lantai 3 Zona Selatan disebabkan kualitas material yang kurang baik sehingga lampu mati dan memerlukan perbaikan segera|Mechanical|Sedang|Kualitas material|Lampu mati|1903000
Lampu downlight import di Gedung Servis Lantai 2 Zona Timur tiba-tiba bergetar saat dinyalakan|Lampu downlight merek import di Gedung Servis Lantai 2 Zona Timur mengalami getaran berlebihan karena kelembaban tinggi|Electrical|Ringan|Kelembaban tinggi|Getaran berlebihan|497000
Lampu di Gedung Servis Lantai 2 Zona Timur, khususnya lampu downlight import, tidak stabil dan bergetar|Getaran pada lampu downlight import di Gedung Servis Lantai 2 Zona Timur disebabkan oleh kelembaban tinggi|Electrical|Ringan|Kelembaban tinggi|Getaran berlebihan|497000
Saya menemukan bahwa lampu downlight import di Gedung Servis Lantai 2 Zona Timur bergetar saat menyala, kemungkinan karena kelembaban|Laporan teknisi menunjukkan bahwa kelembaban tinggi di Gedung Servis Lantai 2 Zona Timur menyebabkan getaran berlebihan pada lampu downlight import|Electrical|Ringan|Kelembaban tinggi|Getaran berlebihan|497000
Listrik di Gedung C Lantai 6 Zona Utara tidak berfungsi|MDB Generic di Gedung C Lantai 6 Zona Utara mengalami kerusakan karena overload sehingga berkarat|Electrical|Sedang|Overload|Berkarat/korosi|480000
Saya menemukan MDB Generic di Gedung C Lantai 6 Zona Utara rusak dan tidak bisa digunakan|Teknisi menemukan MDB Generic di Gedung C Lantai 6 Zona Utara mengalami korosi karena overload|Electrical|Sedang|Overload|Berkarat/korosi|480000
Gangguan listrik di Gedung C Lantai 6 Zona Utara disebabkan oleh MDB Generic yang rusak|MDB Generic di Gedung C Lantai 6 Zona Utara mengalami kerusakan berat karena overload yang menyebabkan korosi|Electrical|Sedang|Overload|Berkarat/korosi|480000
Kursi lokal di Gedung E Lantai 6 Zona Timur sudah tidak nyaman lagi|Kursi lokal di Gedung E Lantai 6 Zona Timur mengalami penurunan performa karena kurang perawatan|Arsitektur|Sedang|Kurang perawatan|Performa menurun|1358000
Kursi di Gedung E Lantai 6 Zona Timur terasa kurang stabil dan tidak nyaman untuk duduk|Laporan teknisi menunjukkan bahwa kursi lokal di Gedung E Lantai 6 Zona Timur memerlukan perawatan rutin untuk menghindari kerusakan lebih lanjut|Arsitektur|Sedang|Kurang perawatan|Performa menurun|1358000
Saya merasa kurang nyaman menggunakan kursi lokal di Gedung E Lantai 6 Zona Timur karena sudah lama tidak dirawat|Teknisi menemukan bahwa kursi lokal di Gedung E Lantai 6 Zona Timur mengalami penurunan performa akibat kurangnya perawatan, sehingga memerlukan perbaikan untuk kembali normal|Arsitektur|Sedang|Kurang perawatan|Performa menurun|1358000
Lampu pompa boster Grundfos di Gedung C Lantai 4 Zona Timur mati total|Pompa boster Grundfos tipe tertentu di Gedung C Lantai 4 Zona Timur mengalami kerusakan fatal pada lampu indikatornya|Mechanical|Fatal|Kualitas material|Lampu mati|15567000
Pompa boster Gedung C Lantai 4 Zona Timur tidak berfungsi dengan baik karena lampu indikatornya mati|Kerusakan pada pompa boster Grundfos di Gedung C Lantai 4 Zona Timur disebabkan oleh kualitas material yang buruk, sehingga menyebabkan lampu indikatornya mati|Mechanical|Fatal|Kualitas material|Lampu mati|15567000
Lampu indikator pompa boster Grundfos di Gedung C Lantai 4 Zona Timur tidak menyala, sehingga menghambat operasional|Laporan teknisi menunjukkan bahwa kerusakan pada pompa boster Grundfos di Gedung C Lantai 4 Zona Timur disebabkan oleh kualitas material yang buruk, yang menyebabkan lampu indikatornya mati|Mechanical|Fatal|Kualitas material|Lampu mati|15567000
Kamera CCTV Axis di Gedung Utama Lantai 6 Zona Timur tiba-tiba tidak bisa merekam video|Kamera CCTV Axis di Gedung Utama Lantai 6 Zona Timur mengalami penurunan performa karena human error|Security Sistem|Ringan|Human error|Performa menurun|240000
Kamera pengawas Axis di lantai 6 Gedung Utama Zona Timur tidak berfungsi dengan baik|Setelah dilakukan pemeriksaan, ditemukan bahwa kamera CCTV Axis di Gedung Utama Lantai 6 Zona Timur mengalami penurunan performa karena kesalahan operasional|Security Sistem|Ringan|Human error|Performa menurun|240000
Kamera CCTV merek Axis di Gedung Utama Lantai 6 Zona Timur mengalami gangguan teknis sehingga performanya menurun|Diperlukan perbaikan pada kamera CCTV Axis di Gedung Utama Lantai 6 Zona Timur karena terjadi human error yang menyebabkan penurunan performa|Security Sistem|Ringan|Human error|Performa menurun|240000
Sistem proteksi kebakaran di Gedung Parkir Lantai 1 Zona Tengah tidak berfungsi|Sistem proteksi kebakaran tipe MCFA merek Lokal di Gedung Parkir Lantai 1 Zona Tengah mengalami kerusakan total karena kualitas material yang buruk|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Sistem proteksi kebakaran MCFA merek Lokal di Gedung Parkir Lantai 1 Zona Tengah rusak total|Kerusakan total pada sistem proteksi kebakaran tipe MCFA merek Lokal di Gedung Parkir Lantai 1 Zona Tengah disebabkan oleh kualitas material yang tidak memadai|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Gedung Parkir Lantai 1 Zona Tengah mengalami kegagalan sistem proteksi kebakaran tipe MCFA merek Lokal|Laporan teknisi menunjukkan bahwa sistem proteksi kebakaran tipe MCFA merek Lokal di Gedung Parkir Lantai 1 Zona Tengah mengalami kerusakan parah akibat kualitas material yang rendah|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Kran air Wasser di Gedung Utama Lantai 6 Zona Selatan bocor dan mengalami korsleting|Kran air Wasser di Gedung Utama Lantai 6 Zona Selatan mengalami korsleting karena aus normal|Plumbing|Ringan|Aus normal|Korsleting|319000
Kran air Wasser di kantor Gedung Utama Lantai 6 Zona Selatan tidak berfungsi dengan baik karena korsleting|Setelah inspeksi, ditemukan bahwa kran air Wasser di Gedung Utama Lantai 6 Zona Selatan mengalami korsleting akibat aus normal|Plumbing|Ringan|Aus normal|Korsleting|319000
Kran air merek Wasser tipe kran air di Gedung Utama Lantai 6 Zona Selatan mengalami masalah korsleting sehingga perlu perbaikan|Laporan teknisi menunjukkan bahwa kran air Wasser di Gedung Utama Lantai 6 Zona Selatan memerlukan perbaikan karena korsleting yang disebabkan oleh aus normal|Plumbing|Ringan|Aus normal|Korsleting|319000
Saya mengalami masalah dengan sistem instalasi kabel di Gedung B Lantai 10 Zona Selatan, kabelnya sering terputus|Laporan teknisi: Sistem instalasi kabel merek Generic di Gedung B Lantai 10 Zona Selatan mengalami performa menurun karena faktor lingkungan|Electrical|Ringan|Faktor lingkungan|Performa menurun|476000
Sistem instalasi kabel di Gedung B Lantai 10 Zona Selatan tidak berfungsi dengan baik, kemungkinan karena kabel yang rusak|Laporan teknisi: Sistem instalasi kabel merek Generic tipe Wiring System di Gedung B Lantai 10 Zona Selatan mengalami kerusakan pada performa karena faktor lingkungan|Electrical|Ringan|Faktor lingkungan|Performa menurun|476000
Gedung B Lantai 10 Zona Selatan mengalami gangguan pada sistem instalasi kabel, kemungkinan disebabkan oleh faktor lingkungan, merek Generic|Laporan teknisi: Sistem instalasi kabel merek Generic di Gedung B Lantai 10 Zona Selatan mengalami performa menurun karena faktor lingkungan, biaya perbaikan diperlukan|Electrical|Ringan|Faktor lingkungan|Performa menurun|476000
Kamera CCTV Hikvision di Gedung D Lantai 9 Zona Selatan tidak berfungsi dengan baik|Kamera CCTV Hikvision di Gedung D Lantai 9 Zona Selatan mengalami kerusakan berat karena debu dan kotoran yang menyebabkan korosi|Security Sistem|Berat|Debu/kotoran|Berkarat/korosi|8714000
Kamera pengawas Hikvision di lantai 9 Gedung D Zona Selatan rusak parah|Laporan teknisi menunjukkan bahwa kamera CCTV Hikvision di Gedung D Lantai 9 Zona Selatan mengalami kerusakan berat akibat debu dan kotoran yang menyebabkan berkarat|Security Sistem|Berat|Debu/kotoran|Berkarat/korosi|8714000
Kamera CCTV merek Hikvision yang terpasang di Gedung D Lantai 9 Zona Selatan tidak bisa merekam gambar|Teknisi melaporkan bahwa kamera CCTV Hikvision di Gedung D Lantai 9 Zona Selatan mengalami kerusakan berat karena debu dan kotoran yang menyebabkan korosi berat|Security Sistem|Berat|Debu/kotoran|Berkarat/korosi|8714000
Lampu LED Generic di Gedung Utama Lantai 2 Zona Tengah tiba-tiba mati|Lampu LED Generic di Gedung Utama Lantai 2 Zona Tengah mengalami kerusakan mendadak, kemungkinan disebabkan faktor lingkungan|Electrical|Sedang|Faktor lingkungan|Mati mendadak|1969000
Lampu LED di ruangan tengah Gedung Utama Lantai 2, merek Generic, tidak menyala lagi|Setelah inspeksi, ditemukan bahwa Lampu LED Generic di Gedung Utama Lantai 2 Zona Tengah mengalami kerusakan yang tidak terduga, kemungkinan akibat faktor lingkungan|Electrical|Sedang|Faktor lingkungan|Mati mendadak|1969000
Lampu LED Generic yang terletak di Gedung Utama Lantai 2 Zona Tengah tiba-tiba padam dan tidak bisa dinyalakan kembali|Laporan teknisi menunjukkan bahwa Lampu LED Generic di Gedung Utama Lantai 2 Zona Tengah mengalami gangguan akibat faktor lingkungan, sehingga menyebabkan kerusakan mendadak|Electrical|Sedang|Faktor lingkungan|Mati mendadak|1969000
Dinding tembok masonry lokal di Gedung C Lantai 3 Zona Selatan bocor dan terjadi korsleting listrik|Dinding tembok masonry lokal di Gedung C Lantai 3 Zona Selatan mengalami korosi yang menyebabkan korsleting listrik|Dinding Tembok/Mansonry|Ringan|Korosi|Korsleting|162000
Dinding Gedung C Lantai 3 Zona Selatan terjadi korsleting listrik, kemungkinan disebabkan oleh korosi pada dinding tembok masonry lokal|Terdapat korosi pada dinding tembok masonry lokal di Gedung C Lantai 3 Zona Selatan yang menyebabkan korsleting listrik|Dinding Tembok/Mansonry|Ringan|Korosi|Korsleting|162000
Laporan kerusakan dinding tembok masonry lokal di Gedung C Lantai 3 Zona Selatan, terdapat korsleting listrik yang disebabkan oleh korosi|Kerusakan dinding tembok masonry lokal di Gedung C Lantai 3 Zona Selatan disebabkan oleh korosi yang menyebabkan korsleting listrik|Dinding Tembok/Mansonry|Ringan|Korosi|Korsleting|162000
AC Split Daikin di Gedung C Lantai 8 Zona Timur mengeluarkan suara aneh|Bunyi abnormal terjadi pada unit AC Split Daikin di Gedung C Lantai 8 Zona Timur, kemungkinan akibat aus normal|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
Saya mendengar suara tidak biasa dari AC Split Daikin di kantor saya di Gedung C Lantai 8 Zona Timur|Setelah inspeksi, ditemukan bahwa suara tersebut berasal dari komponen yang aus normal pada AC Split Daikin|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
AC Split Daikin di Gedung C Lantai 8 Zona Timur tidak beroperasi dengan normal dan mengeluarkan suara berdengung|Teknisi menemukan bahwa suara berdengung tersebut disebabkan oleh aus normal pada salah satu komponen AC Split Daikin|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
Pintu kayu lokal di Gedung A Lantai 3 Zona Timur sering kali mengalami suhu yang tidak stabil|Pemeriksaan menunjukkan bahwa human error menyebabkan pintu HPL lokal di Gedung A Lantai 3 Zona Timur mengalami kerusakan pada sistem pengatur suhu, sehingga menyebabkan suhu tidak stabil|Pintu Kayu/HPL|Ringan|Human error|Suhu tidak stabil|291000
Pintu HPL lokal di Gedung A Lantai 3 Zona Timur tidak dapat berfungsi dengan baik karena suhu yang tidak stabil|Laporan teknisi menunjukkan bahwa kerusakan pada pintu kayu lokal di Gedung A Lantai 3 Zona Timur disebabkan oleh human error, sehingga menyebabkan suhu tidak stabil dan memerlukan perbaikan segera|Pintu Kayu/HPL|Ringan|Human error|Suhu tidak stabil|291000
Suhu di sekitar pintu kayu lokal di Gedung A Lantai 3 Zona Timur sering kali tidak stabil, sehingga mempengaruhi kinerja pintu HPL lokal|Pemeriksaan teknisi menunjukkan bahwa human error menyebabkan kerusakan pada sistem pengatur suhu di pintu kayu lokal di Gedung A Lantai 3 Zona Timur, sehingga menyebabkan suhu tidak stabil dan memerlukan perbaikan dengan biaya sebesar 291000|Pintu Kayu/HPL|Ringan|Human error|Suhu tidak stabil|291000
AC Split LG di Gedung A Lantai 15 Zona Barat saya bocor dan berkarat|Setelah inspeksi, ditemukan bahwa AC Split LG di Gedung A Lantai 15 Zona Barat mengalami kerusakan ringan akibat kelembaban tinggi yang menyebabkan korosi|Mechanical|Ringan|Kelembaban tinggi|Berkarat/korosi|98000
Saya menemukan bahwa AC Split LG di kantor saya di Gedung A Lantai 15 Zona Barat tidak berfungsi dengan baik dan terdapat karat|Setelah analisis, kerusakan pada AC Split LG di Gedung A Lantai 15 Zona Barat disebabkan oleh kelembaban tinggi yang menyebabkan korosi, sehingga perlu perbaikan|Mechanical|Ringan|Kelembaban tinggi|Berkarat/korosi|98000
AC Split LG di Gedung A Lantai 15 Zona Barat mengalami masalah dengan pipa yang berkarat dan bocor|Setelah pemeriksaan, ditemukan bahwa kelembaban tinggi di Gedung A Lantai 15 Zona Barat menyebabkan kerusakan ringan pada AC Split LG dengan gejala berkarat dan korosi|Mechanical|Ringan|Kelembaban tinggi|Berkarat/korosi|98000
Lampu downlight import di Gedung A Lantai 4 Zona Selatan tiba-tiba rusak dan tidak bisa menyala|Lampu downlight import di Gedung A Lantai 4 Zona Selatan mengalami kerusakan pada tampilan akibat faktor lingkungan|Electrical|Ringan|Faktor lingkungan|Tampilan rusak|233000
Lampu di Gedung A Lantai 4 Zona Selatan rusak, kemungkinan karena downlight import yang dipasang|Kerusakan pada downlight import di Gedung A Lantai 4 Zona Selatan disebabkan oleh faktor lingkungan yang mempengaruhi tampilan|Electrical|Ringan|Faktor lingkungan|Tampilan rusak|233000
Gedung A Lantai 4 Zona Selatan mengalami masalah dengan lampu downlight import yang tidak berfungsi dengan baik|Laporan teknisi menunjukkan bahwa lampu downlight import di Gedung A Lantai 4 Zona Selatan mengalami kerusakan tampilan akibat faktor lingkungan|Electrical|Ringan|Faktor lingkungan|Tampilan rusak|233000
Kamera CCTV Hikvision di Gedung C Lantai 2 Zona Selatan mengeluarkan suara aneh|Kamera CCTV Hikvision di Gedung C Lantai 2 Zona Selatan mengalami getaran yang menyebabkan bunyi abnormal|Security Sistem|Sedang|Getaran|Bunyi abnormal|1749000
Kamera pengawas Hikvision tipe CCTV di area selatan lantai 2 Gedung C mengeluarkan suara yang tidak biasa|Getaran pada kamera CCTV Hikvision di Gedung C Lantai 2 Zona Selatan menyebabkan suara yang tidak normal|Security Sistem|Sedang|Getaran|Bunyi abnormal|1749000
Saya mendengar suara aneh dari kamera CCTV Hikvision yang terpasang di Gedung C Lantai 2 Zona Selatan|Setelah inspeksi, ditemukan bahwa getaran pada kamera CCTV Hikvision menyebabkan bunyi abnormal|Security Sistem|Sedang|Getaran|Bunyi abnormal|1749000
Lampu Generic di Gedung C Lantai 7 Zona Tengah tiba-tiba mati dan mengeluarkan bau terbakar|Lampu esensial Generic di Gedung C Lantai 7 Zona Tengah mengalami korsleting karena debu dan kotoran, perlu dibersihkan dan diperiksa|Electrical|Sedang|Debu/kotoran|Korsleting|522000
Lampu di ruangan tengah Gedung C Lantai 7 tidak menyala, kemungkinan karena kotor|Laporan teknisi: Lampu esensial Generic di Gedung C Lantai 7 Zona Tengah mengalami gangguan karena debu dan kotoran yang menyebabkan korsleting, biaya perbaikan diperlukan|Electrical|Sedang|Debu/kotoran|Korsleting|522000
Lampu Generic di kantor Gedung C Lantai 7 Zona Tengah sering berkedip dan tiba-tiba padam, perlu perawatan|Lampu esensial Generic di Gedung C Lantai 7 Zona Tengah Zona Tengah memerlukan pembersihan dan perawatan karena debu dan kotoran yang menyebabkan korsleting, biaya perbaikan sebesar 522000|Electrical|Sedang|Debu/kotoran|Korsleting|522000
Lampu LED Generic di Gedung E Lantai 2 Zona Selatan tiba-tiba mati dan tidak bisa dinyalakan kembali|Lampu LED Generic di Gedung E Lantai 2 Zona Selatan mengalami suhu tidak stabil karena debu dan kotoran yang menumpuk, sehingga menyebabkan kerusakan|Electrical|Berat|Debu/kotoran|Suhu tidak stabil|2377000
Lampu LED Generic di Gedung E Lantai 2 Zona Selatan tidak menyala dengan stabil, terkadang redup dan terkadang terlalu terang|Lampu LED Generic di Gedung E Lantai 2 Zona Selatan mengalami kerusakan karena debu dan kotoran yang menumpuk, menyebabkan suhu tidak stabil dan mengganggu kinerja lampu|Electrical|Berat|Debu/kotoran|Suhu tidak stabil|2377000
Lampu LED Generic di Gedung E Lantai 2 Zona Selatan mengalami masalah, lampu sering mati sendiri dan tidak bisa dinyalakan kembali|Lampu LED Generic di Gedung E Lantai 2 Zona Selatan mengalami kerusakan suhu tidak stabil karena debu dan kotoran yang menumpuk, sehingga menyebabkan kerusakan yang cukup berat|Electrical|Berat|Debu/kotoran|Suhu tidak stabil|2377000
Meja kerja Generic di Gedung E Lantai 6 Zona Tengah bocor parah|Kebocoran terjadi pada meja kerja Generic di Gedung E Lantai 6 Zona Tengah karena kualitas material yang buruk|Meja kerja|Berat|Kualitas material|Kebocoran|2705000
